village,municipality,state,inali_endonym_ort,inali_endonym_ipa,inali_name
Santa Cruz Huachichiqui,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Santa Cruz Rancho Viejo,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Santa Cruz Yosondica,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Santiago Nuxaño,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Xinicuesta,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Yosocu,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Yosondalla,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Yosoyu,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Yucudivi,San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Yucuyi (Zaragoza Alacranes),San Sebastián Tecomaxtlahuaca,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Cañada del Tecolote,San Simón Zahuatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
Cinco de Mayo,San Simón Zahuatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
Guadalupe El Sabino (Barrio El Sabino),San Simón Zahuatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
La Colmena,San Simón Zahuatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
La Salud,San Simón Zahuatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
Las Tres Cruces,San Simón Zahuatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
San Miguel Zahuatlán,San Simón Zahuatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
San Simón Zahuatlán,San Simón Zahuatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
Santa Cruz,San Simón Zahuatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
Tierra Colorada,San Simón Zahuatlán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del noroeste
Agua Iglesia,Santa Ana Cuauhtémoc,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Agua Toro,Santa Ana Cuauhtémoc,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Aguacate,Santa Ana Cuauhtémoc,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
El Cerro,Santa Ana Cuauhtémoc,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Isidro Pérez Hernández,Santa Ana Cuauhtémoc,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Monte Flor,Santa Ana Cuauhtémoc,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Nucodo,Santa Ana Cuauhtémoc,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Peña Blanca,Santa Ana Cuauhtémoc,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
San Martín Caballero,Santa Ana Cuauhtémoc,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Santa Ana Cuauhtémoc,Santa Ana Cuauhtémoc,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Desviación Mechoacán,Santa Catarina Mechoacán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
El Frutillo,Santa Catarina Mechoacán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Santa Catarina Mechoacán,Santa Catarina Mechoacán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Santa Cruz,Santa Catarina Mechoacán,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Oaxaca de la costa central
Chijaha,Santa Catarina Tayata,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco central
Cuauhtémoc,Santa Catarina Tayata,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco central
El Llano,Santa Catarina Tayata,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco central
Santa Catarina Tayata,Santa Catarina Tayata,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco central
Segunda Sección,Santa Catarina Tayata,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco central
El Chamizal,Santa Catarina Ticuá,Oaxaca,tnu’u savi,[tnuʔu saβi],mixteco del sureste central
Fortín de Juárez,Santa Catarina Ticuá,Oaxaca,tnu’u savi,[tnuʔu saβi],mixteco del sureste central
Paz y Unión,Santa Catarina Ticuá,Oaxaca,tnu’u savi,[tnuʔu saβi],mixteco del sureste central
San Isidro,Santa Catarina Ticuá,Oaxaca,tnu’u savi,[tnuʔu saβi],mixteco del sureste central
Santa Catarina Ticuá,Santa Catarina Ticuá,Oaxaca,tnu’u savi,[tnuʔu saβi],mixteco del sureste central
Yutejaa,Santa Catarina Ticuá,Oaxaca,tnu’u savi,[tnuʔu saβi],mixteco del sureste central
Santa Catarina Tlaltempan,Santa Catarina Tlaltempan,Puebla,da’an davi ~ de’e dau,[ðãʔã ðaβi] ~ [ðẽʔẽ ðau],mixteco de Tlaltempan
Benito Juárez,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Dicayucu,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Joya de San Nicolás (Yuñu),Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Lagunilla de Cárdenas,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Loma Bonita,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Morelos,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Nduabe,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Nyuñana,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Nyuyi,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
San Isidro Zaragoza,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Santa Catarina Yosonotú,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Shinicana,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Tierra Blanca,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Vista Hermosa,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Yuchite,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Yucunicuca de Hidalgo,Santa Catarina Yosonotú,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Yosonotú
Agua de Humo,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Agua de la Caja,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Agua de Platanar,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Agua del Tejocote,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Agua Escondida Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Aguacatal,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Anonal Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Barranca Fiera,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Boca de Olla Zaragoza,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Buenavista de Juárez,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Bugambilia Buenavista,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Bugambilia de Morelos,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Cañada Cerro del Sol,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Cañada Oriente Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Cerro Delgado Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Chamizal (Buena Vista),Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Cindoo,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Colonia Morelos,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Cucharal,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Cueva de Agua,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
El Anonal,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
El Atorón,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
El Carrizal Zaragoza,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
El Gachupín Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
El Jabalí Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
El Limón,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
El Paraíso,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
El Zapote,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Escalerilla Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Guayabal Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Hidalgo,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Independencia,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Iturbide,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Jardines del Pedregal (El Terán),Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
La Ciénega Unión de Galeana,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
La Ciénega Uno,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
La Cruz de Armadillo Unión de Galeana,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
La Cruz de Estrella,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
La Laguna,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
La Laguna Zaragoza,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
La Lima Zaragoza,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
La Paz,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
La Victoria,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Llano de la Mazorca,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Llano de la Tristeza Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Llano del Conejo Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Llano Primavera,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Lomas del Pedregal Unión de Galeana,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Los Mogotitos,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Los Monos Guerrero (Cruz de Raya),Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Mirador,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Mirasol Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Morelos,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Nuevo Allende,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Pie de la Peña,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Pie de Peña (Morelos),Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Pie del Cerro de Yucucasa,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Piedra Blanca,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Piedras Altas,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Providencia,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Rancho Viejo,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Santa Cruz Itundujia,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Segunda Manzana,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Sinatucui Morelos,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Sinaya,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Sondute Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Tierra Blanca (Capulín),Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Tres de Mayo,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Unión de Galeana,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Yucuquetzahue Buena Vista,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Yucuquetzahue Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Yucusiama Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Yucuteyo Guerrero,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Zaragoza,Santa Cruz Itundujia,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Santa Cruz Itundujia
Agua de la Gallina,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Cañada Lindavista (Calvario),Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Duayata (Segunda Sección),Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Dubachite (Tercera Sección),Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Jayuco,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Llano Colorado,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Loma Ñuhu-Cua,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Ndostayi,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Nduajami,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Nduayuo,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Ojo de Agua,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Plan de Guadalupe (Rancho de Guadalupe),Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Plan de San Antonio,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
San Isidro Vista Hermosa,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
San José Yatandoyo,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Santa Cruz Nundaco,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Tres Cruces,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Yatakuan,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Yosongashe,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Yucuno,Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Yucuya (Yutenicuche),Santa Cruz Nundaco,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del suroeste central
Cerro Prieto,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
El Inococo,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Juquila,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Moctezuma (STUMA),Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Santa Cruz Tacahua,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Scotuche,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Shandi,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Snimbu,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Stiu,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Yatacaba,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Yuñuu,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Yuyavi,Santa Cruz Tacahua,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco del sur medio
Agustín Melgar,Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Arrazola (San Antonio Arrazola),Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Brasil,Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Paraíso,Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Francisco Villa (Ampliación Francisco Villa),Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
La Crucecita (Barrio la Crucecita),Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Loma del Tanque (Paraje del Palenque),Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Lomas de San Javier,Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Los Ángeles,Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Los Cipreses (Paraje los Cipreses),Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Los Mogotes,Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
San Francisco Javier,Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
San Isidro Monjas,Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
San Juan Bautista la Raya,Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Santa Cruz Xoxocotlán,Santa Cruz Xoxocotlán,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Barrio San Sebastián,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
Buena Vista,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
Cañada Chepiche,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
Cantera,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
Carrizal (Laguna Zaragoza),Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
Cerro Grande,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
Cuesta Blanca,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
Cuesta Colorada,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
El Carrizal,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
El Fresnal,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
El Molino,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
El Noble,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
El Remolino,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
El Tambor,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
Hitanume,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
La Aurora,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
La Bugambilia,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
La Era,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
La Escalera,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
La Hacienda,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
La Nopalera,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
La Paz,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
La Reforma,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
La Represa,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
La Unión Zaragoza,Santa Inés de Zaragoza,Oaxaca,tnu’un davi,[tnũʔũ ðaβi],mixteco de Santa Inés de Zaragoza
