address,author,bibtex_type,booktitle,ca_doctype_trigger,ca_language_trigger,chapter,description,edition,editor,endpage_int,gbid,glottolog_id,google_book_search_id,howpublished,iaid,id,inlg,inlg_code,journal,jsondata,keywords,language_note,macroareas,markup_description,med_index,med_pages,med_type,name,normalizedauthorstring,normalizededitorstring,note,number,organization,ozbib_id,pages,pages_int,pk,publisher,school,series,srctrickle,startpage_int,subject,subject_headings,title,type,url,volume,year,year_int
,"Hollenbach, Bruce and Barbara Hollenbach",misc,,,,,El alfabeto del Mixteco de Magdalena Peñasco,,,,,,,"Mexico, D.F.: Instituto Lingüístico de Verano. 12 p",,151869,,,,"{""sil_id"": ""41526"", ""glottolog_ref_id"": ""151869"", ""lgcode"": ""Magdalena Pe\u00f1asco Mixtec [xtm]"", ""src"": ""otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""country"": ""Mexico [MX]""}",,Magdalena Peñasco Mixtec [xtm],North America,,16,0,wordlist_or_less,"Hollenbach, Bruce and Barbara Hollenbach 2000",,,,,,,,,149987,"Mexico, D",,,"otomanguean#Mixtec96, sil16#41526",,Language learning [LLG],,El alfabeto del Mixteco de Magdalena Peñasco,,,,2000,2000
,"Hollenbach, Barbara E. and Hollenbach, Bruce E.",book,,,,,La canción del gato (Mixteco de San Agustín Tlacotepec),,,,,,,,,56777,,,,"{""hhtype"": ""ethnographic"", ""glottolog_ref_id"": ""56777"", ""lgcode"": ""Magdalena Pe\u00f1asco Mixtec [xtm]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""sil_id"": ""41529"", ""country"": ""Mexico [MX]""}",,Magdalena Peñasco Mixtec [xtm],North America,,13,0,wordlist_or_less,"Hollenbach, Barbara E. and Hollenbach, Bruce E. 2000",,,,,,,,,149986,"Mexico, D",,,sil16#41529,,Ethnography [ETN],,La canción del gato (Mixteco de San Agustín Tlacotepec),,,,2000,2000
,"Hollenbach, Bruce and Barbara Hollenbach",misc,,,tlacotepec,,La canción del gato (Mixteco de San Agustíín Tlacotepec),,,,,,,"Mexico, D.F.: Instituto Lingüístico de Verano. 8 p",,313165,,,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""313165"", ""lgcode"": ""Magdalena Pe\u00f1asco Mixtec [xtm] (computerized assignment from \""tlacotepec\"")""}",,"Magdalena Peñasco Mixtec [xtm] (computerized assignment from ""tlacotepec"")",,,16,0,wordlist_or_less,"Hollenbach, Bruce and Barbara Hollenbach 2000",,,,,,,,,149985,,,,otomanguean#Mixtec94,,,,La canción del gato (Mixteco de San Agustíín Tlacotepec),,,,2000,2000
,"Aguilar Sánchez, Genara and Hollenbach, Bruce E. and Hollenbach, Barbara E.",book,,,,,La canción del gato: mixteco de San Agustin Tlacotepec (The cats song of San Agustín Tlacotepec Mixtec),,,,,,,,,129881,English [eng],,,"{""hhtype"": ""ethnographic"", ""glottolog_ref_id"": ""129881"", ""lgcode"": ""Magdalena Pe\u00f1asco Mixtec [xtm]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""sil_id"": ""45746"", ""country"": ""Mexico [MX]""}",,Magdalena Peñasco Mixtec [xtm],North America,,13,0,wordlist_or_less,"Aguilar Sánchez, Genara and Hollenbach, Bruce E. and Hollenbach, Barbara E. 2004",,,,,,,,,149984,"Mexico, D",,,sil16#45746,,Ethnography [ETN],,La canción del gato: mixteco de San Agustin Tlacotepec (The cats song of San Agustín Tlacotepec Mixtec),,http://www.sil.org/mexico/mixteca/magdalena-penyasco/F009-CancionGato-xtm.htm,,2004,2004
,"Hollenbach F., Fernando and Elena Erickson de Hollenbach, editors",misc,,,,,Tres cuentos de las bandoleras,,,,,,,,,305723,Spanish [spa],,,"{""sil_id"": ""49368"", ""glottolog_ref_id"": ""305723"", ""lgcode"": ""Magdalena Pe\u00f1asco Mixtec [xtm]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Magdalena Peñasco Mixtec [xtm],North America,,16,0,wordlist_or_less,"Hollenbach F., Fernando and Elena Erickson de Hollenbach, editors 2004 [2000-12]",,,,,,,,,149982,,,,sil16#49368,,Language texts [LTX],,Tres cuentos de las bandoleras,,http://www.sil.org/~hollenbachb/Posted.htm,,2004 [2000-12],2000
,"Hinojosa H., Francisco",book,,,penoles,,"Mixteco de Santa María Penoles, Oaxaca",,,,,,,,,310147,,,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""310147"", ""lgcode"": ""Pe\u00f1oles Mixtec [mil] (computerized assignment from \""penoles\"")""}",,"Peñoles Mixtec [mil] (computerized assignment from ""penoles"")",,,16,0,wordlist_or_less,"Hinojosa H., Francisco 1977",,,,,,,,,147565,Archivo de Lenguas Indígenas de México,,,otomanguean#Mixtec88,,,,"Mixteco de Santa María Penoles, Oaxaca",,,,1977,1977
Dallas,"Hills, Robert A.",incollection,Studies in the syntax of Mixtecan languages 2,,,,A syntactic sketch of Ayutla Mixtec,,C. Henry Bradley and Barbara E. Hollenbach,,,,,En Bradley y Josserand 1990,,34958,English [eng],,,"{""cfn"": ""north_america\\hills_ayutla-mixtec1990_o.pdf"", ""besttxt"": ""ptxt2\\north_america\\hills_ayutla-mixtec1990_o.txt"", ""glottolog_ref_id"": ""34958"", ""lgcode"": ""Ayutla Mixtec [miy]"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""sil_id"": ""23963"", ""delivered"": ""north_america\\hills_ayutla-mixtec1990_o.pdf"", ""hhtype"": ""grammar"", ""src"": ""hh, otomanguean, sil16, wals"", ""fn"": ""north_america\\bradley-hollenbach_mixtecan1990_o.pdf, north_america\\hills_ayutla-mixtec1990_o.pdf"", ""country"": ""Mexico [MX]""}",,Ayutla Mixtec [miy],North America,,0,260,grammar,"Hills, Robert A. 1990",,,,,,,1-260,260,147254,Summer Institute of Linguistics and the University of Texas at Arlington,,Summer Institute of Linguistics and the University of Texas at Arlington Publications in Linguistics,"hh#g:Hills:Ayutla-Mixtec, otomanguean#Mixtec85, sil16#23963, wals#2657",,"Grammatical descriptions [GRD], Syntax [STX]",,A syntactic sketch of Ayutla Mixtec,,http://www.sil.org/acpub/repository/23963.pdf,90,1990,1990
,"Hills, Robert A. and Eunice V. Pike",article,,phonology,ayutla,,Phonology and Morphotonemics of Ayutla Mixtec,,,,,,,,,309874,English [eng],,International journal of American linguistics,"{""src"": ""otomanguean"", ""hhtype"": ""phonology (computerized assignment from \""phonology\"")"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""309874"", ""lgcode"": ""Ayutla Mixtec [miy] (computerized assignment from \""ayutla\"")""}",,"Ayutla Mixtec [miy] (computerized assignment from ""ayutla"")",,,4,13,phonology_or_text,"Hills, Robert A. and Eunice V. Pike 1967",,,,,,,287-299,13,147253,,,,otomanguean#Mixtec87,,,,Phonology and Morphotonemics of Ayutla Mixtec,,,33,1967,1967
,"Hills, Robert A. and William R. Merrifield",misc,,,,,"Ayutla Mixtec, just in case",,,,hhh8GwAACAAJ,,,"International journal of American linguistics, vol. 40, no. 4, 1a parte, pp. 283-291",,9268,,,International Journal of American Linguistics,"{""omnote"": ""[mixteco de Tepango]"", ""sil_id"": ""11107"", ""glottolog_ref_id"": ""9268"", ""lgcode"": ""Ayutla Mixtec [miy]"", ""src"": ""otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""country"": ""Mexico [MX]""}",,Ayutla Mixtec [miy],North America,,16,9,wordlist_or_less,"Hills, Robert A. and William R. Merrifield 1974",,,,,,,283-91,9,147252,,,,"otomanguean#Mixtec86, sil16#11107",,Case [CAS],,"Ayutla Mixtec, just in case",,,40,1974,1974
,"Hernández H., Donaciano",book,,,conejo,,"Tyisu nd-,icaha ta cuñexu (El cuento del león y el conejo)",,,,,,,,,300714,Spanish [spa],,,"{""omnote"": ""[mixteco del este de Jamiltepec]"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""300714"", ""lgcode"": ""Metlat\u00f3noc Mixtec [mxv] (computerized assignment from \""conejo\"")""}",,"Metlatónoc Mixtec [mxv] (computerized assignment from ""conejo"")",,,16,24,wordlist_or_less,"Hernández H., Donaciano 1981",,,,,,,24,24,145389,Instituto Lingüístico de Verano,,,otomanguean#Mixtec78,,,,"Tyisu nd-,icaha ta cuñexu (El cuento del león y el conejo)",,,,1981,1981
,"Hernández H., Donaciano",book,,,conejo,,"Tyisu cuñexu qu-,it-,i chahnyá tuyaha (Cuento del conejo que cortaba las matas de chile)",,,,,,,,,311217,Spanish [spa],,,"{""omnote"": ""[mixteco del este de Jamiltepec]"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""311217"", ""lgcode"": ""Metlat\u00f3noc Mixtec [mxv] (computerized assignment from \""conejo\"")""}",,"Metlatónoc Mixtec [mxv] (computerized assignment from ""conejo"")",,,16,11,wordlist_or_less,"Hernández H., Donaciano 1981",,,,,,,11,11,145365,Instituto Lingüístico de Verano,,,otomanguean#Mixtec77,,,,"Tyisu cuñexu qu-,it-,i chahnyá tuyaha (Cuento del conejo que cortaba las matas de chile)",,,,1981,1981
,"Harris, Larry R.",misc,,,,,Some features of narrative discourse in Santiago Nuyoo Mixtec,,,,,,,"S.I.L. Mexico Workpapers, no. 11, pp. 79-95",,85614,English [eng],,SIL Mexico Workpapers,"{""sil_id"": ""35954"", ""glottolog_ref_id"": ""85614"", ""lgcode"": ""Southwestern Tlaxiaco Mixtec [meh]"", ""src"": ""otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""country"": ""Mexico [MX]""}",,Southwestern Tlaxiaco Mixtec [meh],North America,,16,17,wordlist_or_less,"Harris, Larry R. 1995",,,,,,,79-95,17,139223,,,,"otomanguean#Mixtec75, sil16#35954",,"Narrative discourse [NAD], Discourse structure [DST]",,Some features of narrative discourse in Santiago Nuyoo Mixtec,,,11,1995,1995
,"Hardjoprawiro, Kunardi",article,,,pun,,Bahasa kita: Bule pun bingung pada akronim kita,,,,,,,,,304001,Indonesian [ind],,Intisari (Pusat),"{""src"": ""bahasa"", ""month"": ""Jun"", ""glottolog_ref_id"": ""304001"", ""lgcode"": ""San Miguel El Grande Mixtec [mig] (computerized assignment from \""pun\"")""}",,"San Miguel El Grande Mixtec [mig] (computerized assignment from ""pun"")",,,16,2,wordlist_or_less,"Hardjoprawiro, Kunardi 2005",,,,502,,,162-163,2,138288,,,,bahasa#atmajaya532,,,,Bahasa kita: Bule pun bingung pada akronim kita,,,41,2005,2005
"Coyoacan, D.F.",Sharon (Sara) Stark C. and Audrey (Andrea) Johnson P. and Benita González de Guzmán,book,,,,,"Dictionario Basico del Mixteco de Xochapa, Guerrero",,,,,,,,,61505,,,,"{""src"": ""asjp2010"", ""asjp_name"": ""Mixtec (Alcozauca)"", ""macro_area"": ""North America"", ""glottolog_ref_id"": ""61505"", ""lgcode"": ""Alcozauca Mixtec [xta]""}",,Alcozauca Mixtec [xta],North America,,16,0,wordlist_or_less,Sharon (Sara) Stark C. and Audrey (Andrea) Johnson P. and Benita González de Guzmán 1999,,,,,,,,,133980,SIL,,,asjp2010#2955,,,,"Dictionario Basico del Mixteco de Xochapa, Guerrero",,,,1999,1999
México,Laura Gittlen,book,,,,,Gramática popular: Mixteco del norte de Tlaxiaco,,,,,,,,,555377,Spanish [spa],,,"{""hhtype"": ""grammar_sketch"", ""besttxt"": ""ptxt\\north_america\\gittlen_mixteco-norte-tlaxiaco2016.txt"", ""glottolog_ref_id"": ""555377"", ""lgcode"": ""Northern Tlaxiaco Mixtec [xtn]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\gittlen_mixteco-norte-tlaxiaco2016_o.pdf, north_america\\gittlen_mixteco-norte-tlaxiaco2016.pdf"", ""country"": ""Mexico [MX]""}",,Northern Tlaxiaco Mixtec [xtn],North America,,1,140,grammar_sketch,Laura Gittlen 2016,,,,,,,vi+134,140,124107,Instituto Lingüístico de Verano,,,hh#s:Gittlen:Mixteco-Norte-Tlaxiaco,,,,Gramática popular: Mixteco del norte de Tlaxiaco,,,,2016,2016
,"Marlett, Stephen A. and Gittlen, Laura",article,,,,,Ñumí Mixtec syllable structure and morphology,,,,,,,,,45299,English [eng],,"Work Papers of the Summer Institute of Linguistics, University of North Dakota","{""hhtype"": ""specific_feature"", ""glottolog_ref_id"": ""45299"", ""lgcode"": ""Northern Tlaxiaco Mixtec [xtn]"", ""src"": ""hh, sil16"", ""macro_area"": ""North America"", ""sil_id"": ""18611"", ""country"": ""Mexico [MX]""}",,Northern Tlaxiaco Mixtec [xtn],North America,,3,20,phonology_or_text,"Marlett, Stephen A. and Gittlen, Laura 1985",,,,,,,175-194,20,124105,,,,"hh#typ:MarlettGittlen:Numi-Mixtec, sil16#18611",,"Morphology [MOR], Syllables [SYL]",,Ñumí Mixtec syllable structure and morphology,,,29,1985,1985
México,Peter Gittlen and Laura Gittlen,book,,,,,Cómo escribimos en el mixteco del norte de Tlaxiaco: Volumen 1: Sonidos y letras,2,,,,,,,,317937,Spanish [spa],,,"{""hhtype"": ""phonology"", ""glottolog_ref_id"": ""317937"", ""lgcode"": ""Northern Tlaxiaco Mixtec [xtn]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Northern Tlaxiaco Mixtec [xtn],North America,,4,125,phonology_or_text,Peter Gittlen and Laura Gittlen 2008,,,,,,,125,125,124104,Instituto Lingüístico de Verano,,,hh#phon:GittlenGittlen:Mixteco-Norte-Tlaxiaco,,,,Cómo escribimos en el mixteco del norte de Tlaxiaco: Volumen 1: Sonidos y letras,,,,2008,2008
,"Gerfen, Chip",article,,,,,Nasalized Fricatives in Coatzospan Mixtec,,,,,,,,,181100,,,International Journal of American Linguistics,"{""languageid"": ""2012"", ""glottolog_ref_id"": ""181100"", ""lgcode"": ""Mixtec (Coatzospan) (autotyp: 2012 miz coat1241) = Coatzospan Mixtec [miz]"", ""src"": ""autotyp, zurich"", ""zurichcode"": ""Mixteco (Coatzospan) [MIZ]"", ""macro_area"": ""North America""}",,Mixtec (Coatzospan) (autotyp: 2012 miz coat1241) = Coatzospan Mixtec [miz],North America,,16,18,wordlist_or_less,"Gerfen, Chip 2001",,,,4,,,449-466,18,122071,,,,"autotyp#6339, zurich#Gerfen2001",,,,Nasalized Fricatives in Coatzospan Mixtec,,,67,2001,2001
Dordrecht,"Gerfen, Chip",book,,,,,Phonology and Phonetics of Coatzospan Mixtec,,,,YVBlNAAACAAJ,,,,,320344,English [eng],,,"{""cfn"": ""north_america\\gerfen_coatzospan-mixtec1999.pdf"", ""hhtype"": ""phonology"", ""isbn"": ""9780792360346"", ""delivered"": ""north_america\\gerfen_coatzospan-mixtec1999.pdf"", ""glottolog_ref_id"": ""320344"", ""lgcode"": ""Coatzospan Mixtec [miz]"", ""src"": ""hh"", ""oclc"": ""42733902"", ""macro_area"": ""North America"", ""fn"": ""north_america\\gerfen_coatzospan-mixtec1999.pdf"", ""besttxt"": ""ptxt2\\north_america\\gerfen_coatzospan-mixtec1999.txt""}",,Coatzospan Mixtec [miz],North America,,4,312,phonology_or_text,"Gerfen, Chip 1999",,,,,,,viii+304,312,122070,Kluwer,,,hh#phon:Gerfen:Coatzospan-Mixtec:1999,,,,Phonology and Phonetics of Coatzospan Mixtec,,,,1999,1999
Ann Arbor,"Gerfen, Henry James",phdthesis,,,,,Topics in the Phonology and Phonetics of Coatzospan Mixtec,,,,YVBlNAAACAAJ,,,,,102515,English [eng],,,"{""cfn"": ""north_america\\gerfen_coatzospan1996_o.pdf"", ""mpifn"": ""coatzospan_gerfen1996_o.pdf"", ""macro_area"": ""North America"", ""lgcode"": ""Coatzospan Mixtec [miz]"", ""glottolog_ref_id"": ""102515"", ""digital_formats"": ""PDF 13.77Mb image-only PDF"", ""source"": ""DAI-A 57/09, p. 3914, Mar 1997"", ""oclc"": ""880158518"", ""document_type"": ""B"", ""class_loc"": ""PM4016.Z9"", ""hhtype"": ""phonology"", ""degree"": ""PhD"", ""umi_id"": ""9706148"", ""delivered"": ""north_america\\gerfen_coatzospan1996_o.pdf"", ""abstract"": ""This dissertation examines the phonology and phonetics/phonology interface in Coatzospan Mixtec (CM). I focus on two major prosodies, glottalization and nasalization, in CM. First, I provide detailed phonological analyses of both within the context of Optimality Theory, OT (Prince and Smolensky 1993). This is important because often the treatment of a subset of data obscures more problematic aspects of a system. For example, the analysis of nasalization extends our understanding of how constraints can combine in a grammar. I motivate the conditional union of two Alignment (McCarthy and Prince 1993a) constraints to characterize attested patterns of root nasality, while ruling out impossible forms. The treatment of glottalization explores the implications of freedom of input in OT. I show that we cannot equate input with underlying; encoding the traditional sense of underlying representation requires viewing UR's as sets of optimal inputs lexical items. Regarding the phonetics/phonology interface, I pursue dual goals. Chapter 3 extends Grounding (Archangeli and Pulleyblank 1994a) to the opportunistically grounded relation between glottalization and stress. Although not inherently sympathetic to stress, glottalization is optimally realized under stress in the phonology of CM. Chapter 4 extends grounding by using sequential grounding (Smolensky 1993) to characterize the behavior of opaque consonants. Second, building on research in phonetic implementation (Pierrehumbert 1980, Keating 1990b), I show that a phonologically specified (+constricted glottis) must be implemented for only a part of the duration of the specified vowel. Similarly, orality targets in CM fricatives are also implemented at segment edges. The data support a view where targets are temporally located within segments (Huffman 1989). However, the location of targets may vary from edge to edge. Voiced fricatives implement orality upon release; voiceless fricatives do so at the onset of closure. The data also argue for a more complex notion of the relationship between phonetic data and phonological information than that of Cohn (1990). Partial implementation of a feature in a segment does not entail the phonetic rather than phonological presence of that feature. Phonetic data must be interpreted in the context of the phonological system from which they derive."", ""src"": ""hh, mpieva"", ""isbn"": ""9780591131031"", ""adviser"": ""Archangeli, Diana"", ""mpi_eva_library_shelf"": ""PM 4016 .Z9 GER 1996"", ""fn"": ""north_america\\gerfen_coatzospan1996.pdf, north_america\\gerfen_coatzospan1996_o.pdf, north_america\\gerfen_coatzospan1996v2.pdf, north_america/gerfen_coatzospan1996_o.pdf, north_america\\gerfen _coatzospan1996v2.pdf"", ""besttxt"": ""ptxt2\\north_america\\gerfen_coatzospan1996_o.txt""}",,Coatzospan Mixtec [miz],North America,,4,531,phonology_or_text,"Gerfen, Henry James 1996",,,,,,,531,531,122069,UMI,University of Arizona,,"hh#phon:Gerfen:Coatzospan-Mixtec, mpieva#Gerfen1996Topicsin",,"LANGUAGE, LINGUISTICS (0290)","Mixtec language–Mexico–San Juan Coatzospan–Phonology, Mixtec language–Mexico–San Juan Coatzospan–Vowel gradation, Mixtec language–Mexico–San Juan Coatzospan–Nasality, Mixtec language–Mexico–San Juan Coatzospan–Phonology – Mixtec language–Mexico–San Juan Coatzospan–Vowel gradation – Mixtec language–Mexico–San Juan Coatzospan–Nasality",Topics in the Phonology and Phonetics of Coatzospan Mixtec,,,,1996,1996
,"García, Rey Castillo",mastersthesis,,,,,"Descripción fonológica segmental y tonal del Mixteco de Yoloxóchitl, Guerrero",,,,,,,,,318971,Spanish [spa],,,"{""cfn"": ""north_america\\garcia_mixteco-yoloxochitl2007.pdf"", ""hhtype"": ""phonology"", ""delivered"": ""north_america\\garcia_mixteco-yoloxochitl2007.pdf"", ""glottolog_ref_id"": ""318971"", ""lgcode"": ""Yoloxochitl Mixtec [xty]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\garcia_mixteco-yoloxochitl2007.pdf"", ""besttxt"": ""ptxt2\\north_america\\garcia_mixteco-yoloxochitl2007.txt""}",,Yoloxochitl Mixtec [xty],North America,,4,181,phonology_or_text,"García, Rey Castillo 2007",,,,,,,181,181,119702,,Ciudad de México: Centro de Investigaciones y Estudios Superiores en Antropología Social,,hh#phon:Garcia-Mixteco-Yoloxochitl,,,,"Descripción fonológica segmental y tonal del Mixteco de Yoloxóchitl, Guerrero",,,,2007,2007
,"Lorenzo Jordán and Garcia Alvarado, Raul",misc,,,,,"Pláticas en mixteco, español, e ingles",,,,,,,México: Instituto Lingüístico de Verano,,319436,,,,"{""cfn"": ""north_america\\jordan_mixteco1968.pdf"", ""hhtype"": ""wordlist"", ""delivered"": ""north_america\\jordan_mixteco1968.pdf"", ""glottolog_ref_id"": ""319436"", ""lgcode"": ""Santiago Apoala = Apasco-Apoala Mixtec [mip]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\jordan_mixteco1968.pdf""}",,Santiago Apoala = Apasco-Apoala Mixtec [mip],North America,,7,32,wordlist_or_less,"Lorenzo Jordán and Garcia Alvarado, Raul 1968",,,,,,,32,32,119511,,,,hh#w:Jordan:Mixteco,,,,"Pláticas en mixteco, español, e ingles",,,,1968,1968
,"Casiano Franco, Vicente Paulino",book,,,coatzoquitengo,,"Análisis sintáctico del mixteco de Coatzoquitengo, Gro. Ethnolingüística, 11",,,,,,,,,305541,,,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""305541"", ""lgcode"": ""Alacatlatzala Mixtec [mim] (computerized assignment from \""coatzoquitengo\"")""}",,"Alacatlatzala Mixtec [mim] (computerized assignment from ""coatzoquitengo"")",,,16,269,wordlist_or_less,"Casiano Franco, Vicente Paulino 1982",,,,,,,269,269,114931,"Departamento General de Educación Indígena, Secretaría de Educación Pública e Instituto Nacional Indigenista, México",,Cuadernos de Información y Divulgación para Maestros Bilingües,otomanguean#Mixtec19,,,,"Análisis sintáctico del mixteco de Coatzoquitengo, Gro. Ethnolingüística, 11",,,,1982,1982
