ID	Village_Name	Village_Name_Alternative	Family	Subgroup	Municipality	State	Latitude	Longitude	ISO639P3code	Glottocode	Glottolog_Name	Glottolog_Level	Glottolog_Super	Glottolog_Subgroup	Glottolog_Latitude	Glottolog_Longitude	josserand_group	Josserand_Subgroup	Josserand_Code	Inali_Subgroup	Inali_Endonym_Ort	Inali_Endonym_Ipa	Egland_Name	Egland_Perc	Egland_Level	Egland_Super	Mtree_Name	Mtree_Code	Mtree_Codealt	Mtree_Latitude	Mtree_Longitude	Mtree_Comments	Coordinate_Comparison	CLDF_Name	Village_Name_Normalized	Comments
	Paso de Águila Copala (Paso de Águila)				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												PasoAguilaCopalaPasoAguila	paso de aguila copala (paso de aguila)	
	Paso de la Garrocha				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												PasolaGarrocha	paso de la garrocha	
	Paso del Jiote				Santa María Huazolotitlán	Oaxaca														mixteco de Santa María Huazolotitlán	to’on savi	[tõʔõ saβi]												PasoJiote	paso del jiote	
	Paso del Tabaco				Ometepec	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												PasoTabaco	paso del tabaco	
	Pastores				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												Pastores	pastores	
	Pata de Gallo				San Antonio Huitepec	Oaxaca														mixteco de San Antonio Huitepec	tu’un savi	[tũʔũ saβi]												PataGallo	pata de gallo	
	Patlicha				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												Patlicha	patlicha	
	Patria Nueva (Platanillo)				Santiago Jamiltepec	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												PatriaNuevaPlatanillo	patria nueva (platanillo)	
	Paz y Unión				Santa Catarina Ticuá	Oaxaca														mixteco del sureste central	tnu’u savi	[tnuʔu saβi]												PazyUnion	paz y union	
	Peña Ardilla				San Miguel Santa Flor	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												PenaArdilla	pena ardilla	
	Peña Azul				San Miguel Chicahua	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												PenaAzul	pena azul	
	Peña Blanca				San Juan Mixtepec	Oaxaca														mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												PenaBlanca	pena blanca	
	Peña Blanca				Santa Ana Cuauhtémoc	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												PenaBlanca	pena blanca	
	Peña Colorada				San Miguel Huautla	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												PenaColorada	pena colorada	
	Peña Colorada				San Juan Ñumi	Oaxaca														mixteco de Ñumi	sa'an savi ~ sa'an sau	[sãʔã saβi] ~ [sãʔã sau]												PenaColorada	pena colorada	
	Peña Colorada				Santa Lucía Monteverde	Oaxaca														mixteco de Santa Lucía Monteverde	sasau	[sasau]												PenaColorada	pena colorada	
	Peña Colorada				San Juan Tamazola	Oaxaca														mixteco de San Juan Tamazola	tnu’un davi	[tnũʔũ ðaβi]												PenaColorada	pena colorada	
	Peña Colorada				Cuyamecalco Villa de Zaragoza	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												PenaColorada	pena colorada	
	Peña Colorada				San Miguel Santa Flor	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												PenaColorada	pena colorada	
	Peña de Hormiga				San Antonio Huitepec	Oaxaca														mixteco de San Antonio Huitepec	tu’un savi	[tũʔũ saβi]												PenaHormiga	pena de hormiga	
	Peña de Jícara				Santa Lucía Monteverde	Oaxaca														mixteco de Santa Lucía Monteverde	sasau	[sasau]												PenaJicara	pena de jicara	
	Peña de Letra Tepantepec				Santa María Peñoles	Oaxaca														mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												PenaLetraTepantepec	pena de letra tepantepec	
	Peña de Pájaro				San Juan Tamazola	Oaxaca														mixteco de San Juan Tamazola	tnu’un davi	[tnũʔũ ðaβi]												PenaPajaro	pena de pajaro	
	Peña de Venado				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												PenaVenado	pena de venado	
	Peña Flor				Santa María Yucuhiti	Oaxaca														mixteco del suroeste	tu’un savi	[tũʔũ saβi]												PenaFlor	pena flor	
	Peña Flor de Clavo				Santa Lucía Monteverde	Oaxaca														mixteco de Santa Lucía Monteverde	sasau	[sasau]												PenaFlorClavo	pena flor de clavo	
	Peña Negra				San Juan Colorado	Oaxaca														mixteco de Oaxaca de la costa noroeste	tu’un savi	[tũʔũ saβi]												PenaNegra	pena negra	
	Peña Negra Nopalera				Santa Lucía Monteverde	Oaxaca														mixteco de Santa Lucía Monteverde	sasau	[sasau]												PenaNegraNopalera	pena negra nopalera	
	Peña Prieta				San Sebastián Tecomaxtlahuaca	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												PenaPrieta	pena prieta	
	Peña Prieta				Cuyamecalco Villa de Zaragoza	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												PenaPrieta	pena prieta	
	Peñas Negras				Villa de Tututepec de Melchor Ocampo	Oaxaca														mixteco de Villa de Tututepec	tu’un savi	[tũʔũ saβi]												PenasNegras	penas negras	
	Pensamiento Liberal Mexicano				San Miguel Peras	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												PensamientoLiberalMexicano	pensamiento liberal mexicano	
	Pericón				Santa María Apazco	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												Pericon	pericon	
	Petlalcingo				Petlalcingo	Puebla														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												Petlalcingo	petlalcingo	
	Pie de Cabra				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												PieCabra	pie de cabra	
	Pie de la Cuesta				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												PielaCuesta	pie de la cuesta	
	Pie de la Cuesta				Mesones Hidalgo	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												PielaCuesta	pie de la cuesta	
	Pie de la Cuesta (Shaacuty)				Pinotepa de Don Luis	Oaxaca														mixteco de Oaxaca de la costa oeste central	tu’un savi ~ se’en savi	[tũʔũ saβi] ~ [seʔen saβi]												PielaCuestaShaacuty	pie de la cuesta (shaacuty)	
	Pie de la Peña				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												PielaPena	pie de la pena	
	Pie de Mango				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												PieMango	pie de mango	
	Pie de Mogote				San Juan Ñumi	Oaxaca														mixteco de Ñumi	sa'an savi ~ sa'an sau	[sãʔã saβi] ~ [sãʔã sau]												PieMogote	pie de mogote	
	Pie de Peña (Morelos)				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												PiePenaMorelos	pie de pena (morelos)	
	Pie de Tierra Blanca (Tierra Blanca)				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												PieTierraBlancaTierraBlanca	pie de tierra blanca (tierra blanca)	
	Pie del Cerro				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												PieCerro	pie del cerro	
	Pie del Cerro de Yucucasa				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												PieCerroYucucasa	pie del cerro de yucucasa	
	Pie del Cerro Pelón (Centro)				Santa María Peñoles	Oaxaca														mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												PieCerroPelonCentro	pie del cerro pelon (centro)	
	Piedra Ancha				Ometepec	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												PiedraAncha	piedra ancha	
	Piedra Ancha				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												PiedraAncha	piedra ancha	
	Piedra Ancha				Santiago Jamiltepec	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												PiedraAncha	piedra ancha	
	Piedra Azul				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												PiedraAzul	piedra azul	
	Piedra Azul (Morelos Dos)				Asunción Nochixtlán	Oaxaca														mixteco del este	tu’un davi	[tũʔũ ðaβi]												PiedraAzulMorelosDos	piedra azul (morelos dos)	
	Piedra Blanca				Acatlán	Puebla														mixteco del suroeste de Puebla	da’an davi ~ de’e dau	[ðãʔã ðaβi] ~ [ðeʔe ðau]												PiedraBlanca	piedra blanca	
	Piedra Blanca				San Juan Colorado	Oaxaca														mixteco de Oaxaca de la costa noroeste	tu’un savi	[tũʔũ saβi]												PiedraBlanca	piedra blanca	
	Piedra Blanca				San Lorenzo	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												PiedraBlanca	piedra blanca	
	Piedra Blanca				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												PiedraBlanca	piedra blanca	
	Piedra Blanca				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												PiedraBlanca	piedra blanca	
	Piedra Blanca (Tierra del Arado)				Santiago Jamiltepec	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												PiedraBlancaTierraArado	piedra blanca (tierra del arado)	
	Piedra Bola				Mesones Hidalgo	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												PiedraBola	piedra bola	
	Piedra Boluda				Cuyamecalco Villa de Zaragoza	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												PiedraBoluda	piedra boluda	
	Piedra Boluda				Ometepec	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												PiedraBoluda	piedra boluda	
	Piedra de Casa (Santa Rosa Piedra de Casa)				Mesones Hidalgo	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												PiedraCasaSantaRosaPiedraCasa	piedra de casa (santa rosa piedra de casa)	
	Piedra del Tambor				Santiago Amoltepec	Oaxaca														mixteco de Santiago Amoltepec	tnu'u ñuu savi	[tnũʔũ nũʔũ saβi]												PiedraTambor	piedra del tambor	
	Piedra del Toro				Xochistlahuaca	Guerrero														mixteco de Xochistlahuaca	tu’un savi	[tũʔũ saβi]												PiedraToro	piedra del toro	
	Piedra Letra				Xochistlahuaca	Guerrero														mixteco de Xochistlahuaca	tu’un savi	[tũʔũ saβi]												PiedraLetra	piedra letra	
	Piedra Lisa				San Juan Ñumi	Oaxaca														mixteco de Ñumi	sa'an savi ~ sa'an sau	[sãʔã saβi] ~ [sãʔã sau]												PiedraLisa	piedra lisa	
	Piedra Liza				Santiago Amoltepec	Oaxaca														mixteco de Santiago Amoltepec	tnu'u ñuu savi	[tnũʔũ nũʔũ saβi]												PiedraLiza	piedra liza	
	Piedra Negra (Tierra Blanquita)				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												PiedraNegraTierraBlanquita	piedra negra (tierra blanquita)	
	Piedra Silleta				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												PiedraSilleta	piedra silleta	
	Piedras Altas				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												PiedrasAltas	piedras altas	
	Plan Alemán				Santo Tomás Ocotepec	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												PlanAleman	plan aleman	
	Plan Buena Vista				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												PlanBuenaVista	plan buena vista	
	Plan de Ayala (Yutiandije)				Chalcatongo de Hidalgo	Oaxaca														mixteco del sur bajo	sahin sau	[sahin sau]												PlanAyalaYutiandije	plan de ayala (yutiandije)	
	Plan de Guadalupe				Xochistlahuaca	Guerrero														mixteco de Xochistlahuaca	tu’un savi	[tũʔũ saβi]												PlanGuadalupe	plan de guadalupe	
	Plan de Guadalupe (Rancho de Guadalupe)				Santa Cruz Nundaco	Oaxaca														mixteco del suroeste central	tu’un savi	[tũʔũ saβi]												PlanGuadalupeRanchoGuadalupe	plan de guadalupe (rancho de guadalupe)	
	Plan de Laguna				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												PlanLaguna	plan de laguna	
	Plan de Mamey				Tlacoachistlahuaca	Guerrero														mixteco de Tlacoachistlahuaca	tu’un savi	[tũʔũ saβi]												PlanMamey	plan de mamey	
	Plan de Natividad				Malinaltepec	Guerrero														mixteco central de Guerrero	tno’on savi ~ tu’un savi	[tõʔõ saβi] ~ [tũʔũ saβi]												PlanNatividad	plan de natividad	
	Plan de San Antonio				Santa Cruz Nundaco	Oaxaca														mixteco del suroeste central	tu’un savi	[tũʔũ saβi]												PlanSanAntonio	plan de san antonio	
	Plan de San Miguel				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												PlanSanMiguel	plan de san miguel	
	Plan de Zacatepec				Tlapa de Comonfort	Guerrero														mixteco de Guerrero del norte	tu’un savi	[tũʔũ saβi]												PlanZacatepec	plan de zacatepec	
	Plan de Zaragoza				Mesones Hidalgo	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												PlanZaragoza	plan de zaragoza	
	Plan de Zaragoza				Santiago Nuyoó	Oaxaca														mixteco del suroeste	tu’un savi	[tũʔũ saβi]												PlanZaragoza	plan de zaragoza	
	Plan del Huaje				Heroica Ciudad de Huajuapan de León	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												PlanHuaje	plan del huaje	
	Plan Grande				San Marcos	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												PlanGrande	plan grande	
	Plan Lagunilla				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												PlanLagunilla	plan lagunilla	
	Playa de Oro (Playa Banco de Oro)				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												PlayaOroPlayaBancoOro	playa de oro (playa banco de oro)	
	Playa Larga Vieja (Playa Larga)				Florencio Villareal	Guerrero														mixteco de Guerrero de la costa central	tu’un savi	[tũʔũ saβi]												PlayaLargaViejaPlayaLarga	playa larga vieja (playa larga)	
	Playa Vieja				Villa de Tututepec de Melchor Ocampo	Oaxaca														mixteco de Villa de Tututepec	tu’un savi	[tũʔũ saβi]												PlayaVieja	playa vieja	
	Plumas				Santiago Yosondúa	Oaxaca														mixteco de Yosondúa	sa’an sau	[sãʔã sau]												Plumas	plumas	
	Pochotillo				Tecoanapa	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												Pochotillo	pochotillo	
	Portillo Chivato				Santo Domingo Nuxaá	Oaxaca														mixteco del este	tu’un davi	[tũʔũ ðaβi]												PortilloChivato	portillo chivato	
	Potrerillos				Ometepec	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												Potrerillos	potrerillos	
	Poza Azul (Zaacaba)				San Miguel Chicahua	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												PozaAzulZaacaba	poza azul (zaacaba)	
	Poza Verde				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												PozaVerde	poza verde	
	Poza Verde				Tlacoachistlahuaca	Guerrero														mixteco de Tlacoachistlahuaca	tu’un savi	[tũʔũ saβi]												PozaVerde	poza verde	
	Pozo Yutatoma (Barrio Ñundaso)				San Pedro Jicayán	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												PozoYutatomaBarrioNundaso	pozo yutatoma (barrio nundaso)	
	Pozolapa				Ayutla de los Libres	Guerrero														mixteco de Ayutla	tu’un savi	[tũʔũ saβi]												Pozolapa	pozolapa	
	Primavera				Santiago Yosondúa	Oaxaca														mixteco de Yosondúa	sa’an sau	[sãʔã sau]												Primavera	primavera	
	Primera Ampliación de Cruz Blanca				Cuilapam de Guerrero	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												PrimeraAmpliacionCruzBlanca	primera ampliacion de cruz blanca	
	Primera Sección				San Antonino Monte Verde	Oaxaca														mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												PrimeraSeccion	primera seccion	
	Primera Sección				San Antonio Tepetlapa	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												PrimeraSeccion	primera seccion	
	Primera Sección				San Sebastián Nicananduta	Oaxaca														mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												PrimeraSeccion	primera seccion	
	Primera Sección (Nuñu)				Villa Tejupam de la Unión	Oaxaca														mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												PrimeraSeccionNunu	primera seccion (nunu)	
	Progreso				Chalcatongo de Hidalgo	Oaxaca														mixteco del sur bajo	sahin sau	[sahin sau]												Progreso	progreso	
	Progreso				Santa María Peñoles	Oaxaca														mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												Progreso	progreso	
	Progreso (San Pedro Progreso)				San Esteban Atatlahuca	Oaxaca														mixteco del sur medio	tu’un savi	[tũʔũ saβi]												ProgresoSanPedroProgreso	progreso (san pedro progreso)	
