Index,Verb,VerbClass,Spanish,Example,Verb.IMPF,Verb.PFV,Rest2
679,yuxi ná,v.i.,"fallar, estar inservible","Kua'an ra dáka'ándí ra ká'án rá, tído ko ní xíin valá ra ka'andi ña, chi ni yuxi vá rá. Él iba con la intención de disparar, pero no tronó porque falló.",yúxi ná,ni yuxi ná,
680,dáyuxi ná,v.t.,NA,NA,anular (el poder),NA,hacer que falle
682,chide'é na,v.t.,esconder,Ni chide'é na di'ón tixi ñó'o. Ellos escondieron el dinero bajo tierra. Deriv. de de'é,chíde'é na,ni chide'é na,
683,chi'i na,v.t.,"1. plantar (semillas), sembrar","Chí'i na rávano, dá kanaan keí náán xí'ín dita ná. Ellos siembran rábanos para comer con sus tortillas. 2. poner (zapatos o huaraches) Chí'i na ndisa sa'á de'e na. Le está poniendo los zapatos a su hijo. 3. poner (adentro), meter Chí!i na ñoo ká'a mvélo ná. Al comenzar a tejer un sombrero, él mete tiras de palma en la base de la copa del sombrero. 4. untar, poner Chí'i na kremá ñíi ná. Ella se pone crema en la piel. 5. lavar (cabello) Ko'in chi'i dinií. Voy a lavarme el cabello. 6. invertir (en un negocio o un bien) Va'a ka ná ndukú yó noó chi'i yó cháá di'ón yo, chi kasndaá iin kuu konñó'ó yóan. Es mejor tratar de invertir nuestro dinero en algo; pues un día lo vamos a necesitar.",chí'i na,ni chi'i na,
685,dáye'e na,v.t.,hacer que resplandezca,"Ndató ndava'o dáye'e tasa iin níí kúú noo yo tá koon dai. Cuando llueve, los rayos hacen que resplandezca todo lo que está a nuestro alrededor.",dáye'e na,ni dayé'e na,
686,dáyu'ú na xí'ín to'on amenazar dáyuxi ná,v.t.,1. anular (el poder),"Ni tuu ndaa diíi koo; ni kandeeí ni dayúxií ri; ni kandeeí ni sa'ání ri. Yo le eché saliva a la culebra para anular su poder; pude matarla (creencia popular). 2. hacer que falle Ni kandeé vá ndigiie'í ni dayúxi ri taxií yu'u, chi ko ní ka'ándí ra tá kua'in kiní ri. El coyote pudo hacer que fallara mi rifle, porque no funcionó cuando iba a dispararle (creencia popular). Deriv. de yuxi ná",dáyuxi ná,ni dayúxi ná,
687,kakaa de'é na,v.i.,NA,NA,NA,NA,estar escondido (sujeto singular)
688,kande'é deen ná,v.t.,NA,NA,mirar (intensamente con furia) Y kirá deen s. aguardiente,NA,veneno (líquido) 4 kirí deen s. animal (bravo y venenoso)
690,4 kandei dii ná,v.i.,NA,NA,NA,NA,"festejar, estar de fiesta (sujeto plural)"
691,ẹ koo dii ná,v.i.,NA,NA,NA,NA,"festejar, estar de fiesta (sujeto singular)"
692,4 taó díin na,v.t.,NA,NA,NA,NA,"separar, apartar, clasificar"
693,ka'an dikí na,v.i.,NA,NA,NA,NA,bromear
695,ki'in na díko,v.i.,NA,NA,NA,NA,olfatear
696,dikó ndodó na,y.t.,"rentar, alquilar",Ni dikó ndodó na chee na noo mváa ná. Él le rentó su yunta a su compadre.,díkó ndodó na,ni dikó ndodó na,"Sinón. kito ndodó ná diko sá'a s. tobillo Ni xió kodo diko sá'a tayií ló!o yó!o. Se torció el tobillo de este niño. diko víchí s. cuello (sin plumas) 1ló iin tiñoói kúú diko víchí, ta kúú va'a nda'o sakí ri. Tengo una gallina con el cuello pelón y es muy ponedora. dinañó'ó (Var. de dinñó'ó) primero dini 1.s. cabeza ¿Á tá'i dini ní? ¿Le duele la cabeza? 2.s. punta Dini yúku ñoó nákaa iin ndai. En la punta del cerro hay un charco en la roca. 3.5. cabeza (para contar animales) ¿Ndidaa dini kúú rí? ¿Cuántos animales (lit. cabezas) son? 4, prep. arriba de, encima de Tárnee kirí ya'a dini yúku dítá rí tachi. El águila está suspendida en el aire arriba del cerro."
697,kutí diní ñá,v.i.,NA,NA,NA,NA,llenarse (completamente)
698,4 nadíon ña,v.i.,NA,NA,NA,NA,"brillar, resplandecer"
699,"ditá ná,",v.t.,1. quitar,"Ko'in ditáí yíto noo xíti, chi ndéi nda'o rá. Voy a quitar los palos de donde siembro porque hay muchos. 2. jalar Ko'onii yó'í, dá ditá tooin ña, dá ná ndee va'an. Voy a amarrar mi mecate a un árbol y lo voy a jalar fuertemente para que el mecate se estire más.",dítá ná,ni ditá ná,
700,ka'an dítí ná,v.i.,NA,NA,NA,NA,hablar (con la nariz congestionada)
701,kandio doko ná,v.t.,NA,NA,NA,NA,"cargar (atrás, amarrado en los hombros)"
702,kana dókó ri,v.i.,NA,NA,NA,NA,ser castrada (hembra)
703,doo na,y.t.,rehusar (por capricho),"Ni doo tadi'í keí xí tikuaá, chi ni ni'i yáchi ki'o xi ri. La niña rehúsa comer su naranja porque su hermano fue el primero en recibir una.",dóo na,ni doo na,
704,4 kaño'o do'o na,v.t.,NA,NA,NA,NA,"prestar oído, estar atento"
705,kadúsá do'o na,v.i.,NA,NA,NA,NA,cansarse (el oído de escuchar)
706,kueídó'o na,v.t.,NA,NA,"oír, escuchar",NA,obedecer
707,ẹ kadúsá ná,v.t.,NA,NA,tener flojera,NA,sentirse aburrido
708,4 tardú'ú ná,v.i.,NA,NA,NA,NA,defecar
709,ichi na,v.i.,1. tenersed,"Ichi ndava'a vai takuií. Tengo mucha sed de agua. 2. secarse Íchi ita, chi ko ni'án takuií. Las flores se secan porque no reciben agua. 3. adelgazar Ni ichi ndava'o vaká na, chi ni ta'ano ri. Su vaca adelgazó porque se fracturó.",íchi na,ni ichi na,
710,chikaa na,v.t.,"1. poner, echar (adentro), meter (complemento singular)",Chikaa ña noó xe'e. Échalo a la basura. 2. poner (a sí mismo o a otra persona) Chíkaa na dé'e ndá'a ná. Ella pone el anillo en su dedo.,chíkaa na,ni chikáa na,Véase taán ná
711,chika'tanda na,v.i.,1. pasar (de un lugar a otro),"Yó'o chíka'anda kamión sá'an Ñadeen. Por acá pasa el carro que va para Huajuapan. 2. pasar (por un camino) Kua'án ní naki'in ní keí chíka'anda káa, ko'on ní. Toma la calle que pasa por allí.",chíka'anda na,ni chika'anda na,Var. chioka'anda na
712,dáchíka'anda na,v.t.,NA,NA,NA,NA,"hacer que pase, traspasar"
713,nachikani kuití na,v.t.,NA,NA,NA,NA,volvera amontonar (una cantidad)
714,ku'oon ini na,v.i.,NA,NA,NA,NA,tomara la ligera
715,nda'í koo ini na,v.i.,NA,NA,ser humilde,NA,ser compasivo
716,nda'í kuu ini na,v.i.,NA,NA,NA,NA,sentir tristeza
717,ndaki ini na,v.t.,NA,NA,NA,NA,"planear, inventar"
718,4 ni'i inína,v.t.,NA,NA,NA,NA,"encontrar (idea, manera)"
719,ñóchí koo ini na,v.i.,NA,NA,NA,NA,"sentirse muy bien, estar muy satisfecho, estar muy feliz"
720,ión diín ió choon ña (pres. de koo choon ña) es útil; está ocupado ió choon kuu na ña,v.i.,NA,NA,"1. ocupar Vei na ki'in na varretá, chi ió choon kuu na ña. Ellos vienen por la barreta porque la van a ocupar. 2. ser útil Ná ki'o tóoi ña cháá va kuu, chi ió choon kuu mií ndu'an. Sí, se lo doy, pero por pocos días, porque también es útil para nosotros. Solamente se usa en el tiempo nte. Comp. de koo choon ña, kuu na Antón. ko chóon kuu na ña ió dii ná (pres. de koo diiná) está de fiesta ió diiiní na (pres. de koo dii iní na) está contento ió díin ná (pres. de koo díin ná) está sentado (inclinado a un lado) ió ini na (pres. de koo ini na) está procurando ió leé ini na (pres. de koo leé ini na) es inmaduro",NA,"es tierno íon 1.s. espina Ni sa'in ni sa kuioi títo, ñoó ni ku'u íon sa'í. Fui a traer leña y se me enterró una espina en el pie. 2. s. inyección Íon va'a nda'o kían ñáni didii, dá chi kua'an nduva'a na kéean. La inyección que recibe mi tía es muy buena porque está sanando. 3. s. ampolleta 4. adv. con forma puntiaguda, con punta Tá ni kuna'á ko datá noó ta taa, kilo vían ión nána idí noo rá. Cuando los hombres no se afeitan por mucho tiempo, su barba crece en forma puntiaguda."
721,kaa na»,v.i.,bañarse (en el temazcal),"Kátá nda'o ñíi ná, sa'á ñoó kua'an na kaa na ñí'i. Tienen comezón en el cuerpo, por eso fueron a bañarse al baño de vapor.",káa na,ni kaa na,
722,ka'a ña,v.i.,sonar (música o instrumentos),Tái ká'a yaa ndéi na ió víko. Se escucha la música en la fiesta que tienen.,ká!a ña,ni ka'a ña,
723,chikata na,v.t.,"poner (parados), parar (complemento plural)",Chíkata na di'in ve'e na. Ponen los horcones de su casa.,chíkata na,ni chikata na,Véase chikani na
724,chikata ndaa na,y.t.,recargar (parados),Chíkata ndaa na dita yu'ú xoo ná ndítaan kadóan. Está recargando las tortillas en la orilla de su comal para que se tuesten.,chíkata ndaa na,ni chikatandaa na,Véase chikani ndaa na
725,chikata ndichi na,y.t.,NA,NA,NA,NA,"parar (derechos, complemento plural) Véase chikani ndichi na"
726,chikáti ná,v.i.,dar sombra,"Ndéi na káva!a na mvélo sa'a yíto káa, chi va!'a ndava'o chíkáti ra. Ellos están haciendo sombreros al pie de ese árbol porque da buena sombra. Deriv. de káti",chíkáti ná,ni chikáti ná,
727,chikilí na,v.t.,hacer cosquillas,Chíkilí tá!an xi ñíi xí. Los niños se hacen cosquillas unos a otros.  Deriv. de kilí ña,chíkilí na,ni chikilí na,
728,chikodó ná,y.t.,"1. poner (encima, complemento plural)","Ni chikodó ná ko'o noo mesá kasá'an nató'o. Puso los platos en la mesa para las personas.  2. apuntar, inscribir (complemento plural) Xíonoo ta né'e choon chíkodó rá kuú na ñoo noo tuti ra. Las autoridades andan apuntando los nombres de los habitantes del pueblo. Deriv. de kodó ná",chíkodó ná,ni chikodó ná,Sinón. chindodó ná Véase chinóo na
730,chikoo na,v.t.,"1. poner (sentado), sentar (complemento singular)",Ni chikoo na de'e na noo iin téi ló'o kasá'an xi. Ella sentó a su niño en un banquito para comer. 2. asentar (complemento singular) Ndaa dini yúku káa ni chikoo na iin ve'e ló'o ió na. En la cima del monte asentaron una choza para vivir allí.,chíkoo na,ni chikoo na,Véase chindei na»
731,kaan na,yv.t.,acostumbrarse,Ni kaan tina sato'o ri. El perro se acostumbró a su dueño.,káan na,ni kaan na,
732,4 naka'an na,v.i.,NA,NA,NA,NA,volver a hablar 4 nda'í ka'an na v. t. lamentar
733,ka'an choon noo ná,y.t.,"tocar, corresponder (a alguien su turno o un cargo)",Ká'an choon noó na ñoo ko'on na koni kuáchí ná noó káva'a ve!e chóon. Les corresponde a los ciudadanos servir en la construcción de la agencia.,kátan choon noo ná,ni ká'an choon noo ná,Sinón. kani choon noo ná sa'ándá xi
734,ka'anda na,y.t.,"1. cortar (con machete, cuchillo, tijeras o hacha)","Kó'o yúku ka!landaa ñoo. Vamos al monte para cortar palma. 2. repartir Ni sa'an xidoi ni satanda na ñó'o noó de'e na. Mi suegro fue a repartir los terrenos a sus hijos. 3. partir, dividir Ni sa'tanda dáó naná tapálí káa páan seí xi. La mamá de los niños partió el pan en partes iguales para ellos.",sa'ándá na,ni sa'anda na,Véase ta'anda ña
735,naka'anda na,y.t.,NA,NA,recortar,NA,cortar; dividir
736,ka'an da'án na,v.i.,hablar (español),"Ká'an da'án vá na ndéi ñoo Sesendí. Los que viven en San Vicente hablan español. Comp. de ka'an na, da'an)",ká'an da'án na,ni ka'an da'án na,
737,ka'anda dao na,yv.t.,"1. partir, repartir (a la mitad) 2. separar","Ni satanda dao na takuáchí noó ñó!'o xi naá xi. Ella separó a los niños que estaban peleando.  Comp. de ka'anda na, dao;",sa'ándá dao na,ni sa'anda dao na,
739,ka'an dana na,yv.i.,hablar (cuando está dormido),"Tá ndáa ña'a ndó'o xi yu'ú xi, dá katan dana xi. Cuando el niño tiene algún susto, entonces habla cuando está dormido.",ká!an dana na,ni ka'an dana na,
741,ka'anda ya'i na,v.i.,pagar (una deuda),Ni sa'anda ya'i na sa'a iin kochí ni ki'in yíká ná. Pagaron por el marrano que compraron a crédito.,sa'ándá ya'i na,ni sa'anda ya'i na,
742,dáka'ándí na,v.t.,NA,NA,NA,NA,hacer que truene
743,ka'an dikí na,v.i.,NA,NA,NA,NA,bromear Ni sa'ání
744,ka'an na sa'a,v.t.,criticar,"Ko náta'án ka'ání ná mií ná v. t importar Ko ini na kée ta né'e choon, sa'á ñoó sa'ání ta né'e choon mií rá sa'a kásá'á ná ká'an na sa'a rá. Ala choon né'e ra, ko ndí'i ini ra. A él gente no le agrada las acciones de las no le importa el cargo que tiene, no autoridades, por eso empieza a muestra interés. criticarlos.",sa'ání na mií ná,ni sa'ání [pres. ká!an na sa'a; pas. ni ka'an na ná mií ná,
745,ka'ání yi'í ña v.t hacer que se ka'an ndaa na,v.t.,1. criticar,"Kálan desmaye (por ataques epilépticos) Kini ndaa na ñani tá'an na sa'a ndi ndáa nda'o kue'e sa'ání yi'í ñayuu, chi mií vá ña'a. Critican a su prójimo por ndó'o nda'o nío na kéean. Es muy cualquier cosa. mala la enfermedad que hace que las 2. lanzar (críticas indirectas) Ni seido'i personas se desmayen; hace que sufran ña ká'an ndaa na sa'í. Escuché que mucho. lanzaba críticas indirectas hacia mí.",sa'ání yi'í ña,ni sa'ání yi'í [pres. ká'an ndaa na; pas. ni ka'an ña,Véase kuu yi'í na ndaa na]
746,ka'an kayá ná,v.i.,"hablar (en voz ka'an ndaa na yv. t. 1. decir (la baja), susurrar","Ká'an kayá ná, dá ná verdad) Ni ka'an ndaa va tayií ló'o dá'a ni kueídó'o dao ka na. Ellos ñoó ña ni seí chee iti yo, dá chi dión susurran para que no oigan los demás. ndisa ni kuu, ni sa'in ni sa nde'í. El",ká'an kayá ná,ni ka'an niñito dijo la verdad que las vacas se kayá ná,comieron nuestras milpas; fui a ver y ka'an kini na v. i. decir (groserías) era cierto. Tondó nda'o na; ndáa ni ña'a yá'a 2. hablar (sinceramente) Ka'an ndaa kúú sa ká'an kini va na. Son vai xí'ín ndó ña ko ta'ón di'óin; sa'á personas muy enojonas; por cualquier ñ06 ko kuú chindeí ndo'ó. Hablo cosa dicen groserías. sinceramente que no tengo dinero; por [pres. ká'an kini na; pas. ni ka'an eso no puedo ayudarles. kini na][pres. ká'an ndaa na; pas. ni ka'an ka'an kuáchi na y. i. protestar Ká'an ndaa na]
747,ka'an ndava'a na,y.t.,"criticar (a alguien), hablar mal (de alguien)","Ká'an ndava'a na sa'í, chi naá na xí'ín. Me está criticando porque está enojado conmigo. Comp. de ka'an na, ndava'a",kálan ndava'a na,ni ka'an ndava'a na,
748,ka'an ndodó ná,yv.i.,1. recitar (poesías),"Dákuá'a xi ka'an ndodó sí kuu úxi mayó. Está aprendiendo a recitar una poesía para el 10 de mayo. 2. dar (un discurso) Va'a ndava'o ni ka'an ndodó na sá'ano ñoo yo, tá ni ka'an ni'ini na noó na ñoo yo. Los ancianos de nuestro pueblo dieron un buen discurso cuando dieron consejos al pueblo en la junta.",ká!an ndodó ná,ni ka'an ndodó ná,Var. kandodó ná
749,ka'an ni'i na,v.i.,hablar (fuertemente en voz alta),Ká'an ni'i na xí'ín kaa dá nditútí ná noó koo juntá. Ellos hablan fuertemente por el aparato de sonido para que los hombres del pueblo se presenten a la junta.,ká!an ni'i na,ni ka'an ni'i na,
750,ka'an ni'ini va'a na,v.i.,instruir (bien sin regaño),"Káni'ini va'a na noó de'e na, dá chi ko kóni na kandaa ñañó'ó xí chí noo. Ellos instruyen bien a sus hijos porque no quieren que sus hijos queden en vergiienza en el futuro.",ká!an ni'ini va'a na,ni ka'an ni'ini va!a na,Var. kani'ini va!a na
751,ka'án nío ná,y.t.,"desear, ansiar, antojarse","Ká!án nda'o níoí kaxíí kui'i; ñoó ndani ni sa'in sa ki'iin ri kaxíí. Se me antojó comer fruta; por eso fui a traerla.  Comp. de ka'an na, nío",ká'án nío ná,ni ka'án nío ná,
752,kaka'an noo ná,v.t.,NA,NA,NA,NA,"dar pena, tener vergilenza"
753,ka'ano na,yv.t.,"1. quebrar, cortar (sin herramienta)","Ni sa'ano xi ita ló'i. La niña cortó mi florecita. 2. doblar Sá'ano na ndá'a tandíká, dá taán na yúsa ini ña, dá kián tikóo. Doblan las hojas del plátano, después echan masa y así hacen los tamales.",sátano na,ni sa'ano na,Véase tatano na
754,chika'ano na,v.t.,NA,NA,NA,NA,doblar
755,naka'ano ña,v.i.,NA,NA,tener calambre,NA,reflexionar y cambiar
756,kuká'ano na,v.i.,NA,NA,NA,NA,"hacerse grande, crecer (sujeto singular)"
757,kachi'i na,y.t.,"palear, sopear",Kachi'i na ndéi xí'ín dita ná seí na. Ellos están sopeando el mole con sus pedazos de tortilla.,káchi'i na,ni kachi'i na,
758,kachi ini na,v.t.,"1. pensar, considerar, imaginar","Ná kachi inio ña kandeéá kee yó ndidaá ña kóni yo, dá ná ni'i ndée yo. Vamos a considerar que al cumplir nuestros propósitos podremos descansar. 2. tratar, intentar Ná ko'on yo taxí tálan yó ta ná kachi ini yo ña ndaa ñoó ví ná kasandaá yo. Vamos a correr y tratemos de llegar hasta aquella meta.",kachí ini na,ni kachi ini na,Véase ka'i ini na
759,kachi'i sá'á ná,v.i.,tropezar,Ni kachi'i sá'á yu'u koni noó xíkai kua'in ni kee yuu. Tropecé ayer porque había piedras por donde iba caminando.,káchi'i sá'á ná,ni kachi'i sá'á ná,
760,kadi na,y.t.,cerrar,Kadi yé'é xaan. Cierra la puerta.,sadí na,ni sadi na,
761,dákádí ná,v.t.,NA,NA,NA,NA,"tocar, hacer que suene"
762,kadi na,v.t.,"machucar, aplastar","Sádi na ndichi ichí xí'ín yíto, dá kana ndúchi. Ellas machucan el ejote seco con un palo para sacar el frijol.",sádi na,ni sadi na,Véase tadi ña 4 ko'o sádi yá!a s. molcajete
763,nakadi na dá'on,v.t.,NA,NA,NA,NA,planchar 4 nakadi ri v. i. rumiar ki
764,kadi'án ña,v.i.,"1. meterse, atorarse (no se puede sacar)",Ni sa di'án ndíki chee tein yíto. El cuerno del toro se atoró entre unas ramas de un árbol.  2. pisar (mal) Ni sa di'án sa'a ná ta ni kana iin ko'ondo diko sa'a ná. Pisó mal y se le inflamó el tobillo.,sá di'án ña,ni sa di'án ña,
765,ta sádikí s. cazador kadikí ndaa na,v.t.,1. burlarse (con mala intención),"Kátoó na kadikí ndaa na ñayuu káa, chi xiní u'u tá'an na. A él le gusta burlarse de aquella persona porque hay enemistad entre ellos. 2. burlarse, deshonrar Ni sadikí ndaa ra tadi'í káa xí!'ín na ve'e xi, chi ni ndukú ñaá rá, ta ko ní tánda'a tá'on ra xí'ín xí. Él deshonró a esa muchacha y a su familia, porque la pidió en matrimonio y no se casó con ella. 3. burlarse, profanar Sádikí ndaa na ve!e ño'o. Está profanando la iglesia.",sádikí ndaa na,ni sadikí ndaa na,
766,kadini na,y.t.,"comer (el almuerzo), almorzar",Ni sadíni na ndúchi xí'ín nduu. Almorzaron frijoles con huevos.,sádini na,ni sadini na,
767,kado na;,v.i.,"asarse, rostizarse, tostarse","Ni kado kuaán tikado seí na, chi kú'u va na. Se tostaron muy bien las tortillas que él come, porque está enfermo.",kadó na,ni kado na,
768,dákadó na,v.t.,NA,NA,NA,NA,"tostar, rostizar"
769,kadúsá ná,v.t.,1. tener flojera (para hacer algo),"Kádúsáí kava'i mvélo. Tengo flojera para hacer sombreros. 2. sentirse aburrido Ni kadúsá váí kandakai chee, chi sa ni kuna'á ndava'o ndákai ri. Me aburrí de cuidar el ganado; ya tiene mucho tiempo que lo cuido. Deriv. de dúsá",kádúsá ná,ni kadúsá ná,
770,kadúsá do'o na,yv.i.,NA,NA,NA,NA,"cansarse (el oído de escuchar) Ni'i ndava'o xíta kaa, sa!á ñoó kádúsá do'o na. El radio está tocando muy recio, por eso él está cansado de escucharlo."
771,kaka na,v.i.,"1. andar, caminar","Ná kaka yó ko'o, chi ndá orá ví saa yo noo ko'on yo. Vamos a seguir  caminando para llegar pronto y que no se nos haga tarde.  2. viajar ¿Ndidaa orá kaka autovus, dá saa ro Ñadeen? ¿Cuántas horas viaja el autobús para llegar a Huajuapan?  3. pasar (el tiempo) Kaon ndava'o sá xíka kuu kua'an. Los días pasan muy rápido.",xíka na,ni xika na,
772,nakaka na,v.i.,NA,NA,volver a caminar,NA,volver a andar (el carro); empezar a avanzar
773,"kakaa ña,",v.i.,"estar parada (planta), estar plantada","Ni satan na noo káa iti; sa'á ñoó ni xio na ndídi. El fue a donde están (lit. están paradas) las milpas, por eso trajo elotes.",káa ña,ni sa kaa ña,Var. kaa ña
774,"kakaa ña,",v.i.,"tener (lodo, crema o granos en la piel)",Káa ndi'i ñíi ná. Tiene granos en la piel.,káa ña»,ni kaa ña,
775,kaka'an noo ná,y.t.,"dar pena, tener vergiienza",Xíka'an noo sí ya'a xi ka'an ndodó xí noo kuá'a ñayuu. Le da pena recitar la poesía en público. Deriv. de ka!lan noo,xíka'an noo ná,ni xika'an noo ná,
